"order","trial_type","card_type","guess_type","card","guess","sid","age","feedback","judgment","correction","response","critical","dv_type","age_category"
6,"X.XorY","X","XorY","CAT","cat or dog","2017-06-08-9-55",1871,"D","0","0","Yes",1,2,"Children"
7,"X.Z","X","Z","ELE","cat","2017-06-08-9-55",1871,"D","N","0","No",0,2,"Children"
8,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-08-9-55",1871,"D","0","0","No",1,2,"Children"
9,"XY.X","XY","X","CAT-DOG","cat","2017-06-08-9-55",1871,"C","0","I","No",0,2,"Children"
10,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-08-9-55",1871,"C","N","E","No",1,2,"Children"
11,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-9-55",1871,"D","0","0","Yes",1,2,"Children"
12,"XY.X","XY","X","CAT-ELE","cat","2017-06-08-9-55",1871,"C","0","I","No",0,2,"Children"
13,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-9-55",1871,"D","N","0","No",0,2,"Children"
14,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-9-55",1871,"D","N","0","No",0,2,"Children"
15,"X.X","X","X","DOG","dog","2017-06-08-9-55",1871,"J","Y","0","Yes",0,2,"Children"
16,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-9-55",1871,"J","Y","0","Yes",1,2,"Children"
1,"X.Z","X","Z","DOG","elephant","2017-06-08-10-18",1365,"D","0","0","No",0,2,"Children"
2,"X.X","X","X","CAT","cat","2017-06-08-10-18",1365,"J","Y","0","Yes",0,2,"Children"
3,"XY.X","XY","X","DOG-ELE","dog","2017-06-08-10-18",1365,"D","0","0",NA,0,2,"Children"
4,"X.XorY","X","XorY","CAT","cat or dog","2017-06-08-10-18",1365,"D","0","0","No",1,2,"Children"
5,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-08-10-18",1365,"C","0","E","No",1,2,"Children"
6,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-10-18",1365,"D","0","0","No",0,2,"Children"
7,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-10-18",1365,"J","N","0","No",0,2,"Children"
8,"X.Z","X","Z","CAT","dog","2017-06-08-10-18",1365,"D","0","0","No",0,2,"Children"
9,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-10-18",1365,"J","N","0","No",0,2,"Children"
10,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-10-18",1365,"J","Y","0","Yes",1,2,"Children"
11,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-10-18",1365,"J","Y","0","Yes",1,2,"Children"
12,"X.XandY","X","XandY","CAT","cat and dog","2017-06-08-10-18",1365,"D","0","0","No",1,2,"Children"
13,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-08-10-18",1365,"D","0","0","No",1,2,"Children"
14,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-08-10-18",1365,"J","N","0","No",1,2,"Children"
15,"X.X","X","X","ELE","elephant","2017-06-08-10-18",1365,"D","0","0","Yes",0,2,"Children"
16,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-10-18",1365,"C","0","I","Yes",1,2,"Children"
1,"X.Z","X","Z","DOG","cat","2017-06-08-11-15",1725,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","CAT","cat","2017-06-08-11-15",1725,"D","Y","0","Yes",0,2,"Children"
3,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-08-11-15",1725,"C","0","E","Yes",1,2,"Children"
4,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-08-11-15",1725,"C","0","E","Yes",1,2,"Children"
5,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-08-11-15",1725,"D","0","0","Yes",1,2,"Children"
6,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-08-11-15",1725,"D","N","0","No",0,2,"Children"
7,"XY.X","XY","X","CAT-ELE","cat","2017-06-08-11-15",1725,"C","Y","I","Yes",0,2,"Children"
8,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-11-15",1725,"D","0","0","Yes",0,2,"Children"
9,"X.X","X","X","ELE","elephant","2017-06-08-11-15",1725,"J","Y","0","Yes",0,2,"Children"
10,"X.Z","X","Z","CAT","dog","2017-06-08-11-15",1725,"D","N","0","No",0,2,"Children"
11,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-11-15",1725,"D","N","0","No",0,2,"Children"
12,"X.XandY","X","XandY","ELE","cat and elephant","2017-06-08-11-15",1725,"C","0","E","Yes",1,2,"Children"
13,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-11-15",1725,"J","Y","0","Yes",1,2,"Children"
14,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-11-15",1725,"J","Y","0","Yes",1,2,"Children"
15,"X.XandY","X","XandY","DOG","cat and dog","2017-06-08-11-15",1725,"J","Y","0","Yes",1,2,"Children"
16,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-11-15",1725,"J","Y","0","Yes",1,2,"Children"
1,"X.Z","X","Z","ELE","dog","2017-06-08-13-23",1453,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","CAT","cat","2017-06-08-13-23",1453,"J","Y","0","Yes",0,2,"Children"
3,"X.XorY","X","XorY","DOG","cat or dog","2017-06-08-13-23",1453,"D","0","0","Yes",1,2,"Children"
4,"XY.X","XY","X","DOG-ELE","elephant","2017-06-08-13-23",1453,"C","Y","I","Yes",0,2,"Children"
5,"XY.X","XY","X","CAT-DOG","cat","2017-06-08-13-23",1453,"C","Y","I","Yes",0,2,"Children"
6,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-08-13-23",1453,"C","N","E","No",1,2,"Children"
7,"X.XorY","X","XorY","ELE","dog or elephant","2017-06-08-13-23",1453,"D","0","0","No",1,2,"Children"
8,"X.XandY","X","XandY","DOG","cat and dog","2017-06-08-13-23",1453,"D","N","0","No",1,2,"Children"
9,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-13-23",1453,"J","Y","0","Yes",1,2,"Children"
10,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-13-23",1453,"C","0","I","Yes",1,2,"Children"
11,"X.Z","X","Z","CAT","elephant","2017-06-08-13-23",1453,"D","N","0","No",0,2,"Children"
12,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-13-23",1453,"J","Y","0","Yes",1,2,"Children"
13,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-08-13-23",1453,"C","0","I","No",1,2,"Children"
14,"X.X","X","X","ELE","elephant","2017-06-08-13-23",1453,"J","Y","0","Yes",0,2,"Children"
15,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-08-13-23",1453,"D","N","0","No",0,2,"Children"
16,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-13-23",1453,"D","N","0","No",0,2,"Children"
1,"X.X","X","X","ELE","elephant","2017-05-31-14-26",1761,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","ELE","dog","2017-05-31-14-26",1761,"D","N","0","No",0,2,"Children"
3,"XY.X","XY","X","CAT-DOG","dog","2017-05-31-14-26",1761,"D","N","0","No",0,2,"Children"
4,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-05-31-14-26",1761,"J","Y","0","Yes",1,2,"Children"
5,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-05-31-14-26",1761,"J","Y","0","Yes",1,2,"Children"
6,"X.Z","X","Z","DOG","cat","2017-05-31-14-26",1761,"D","N","0","No",0,2,"Children"
7,"X.XandY","X","XandY","ELE","dog and elephant","2017-05-31-14-26",1761,"C","N","E","No",1,2,"Children"
8,"X.XandY","X","XandY","CAT","cat and dog","2017-05-31-14-26",1761,"C","N","E","No",1,2,"Children"
9,"X.XorY","X","XorY","CAT","cat or elephant","2017-05-31-14-26",1761,"C","N","E","No",1,2,"Children"
10,"X.X","X","X","DOG","dog","2017-05-31-14-26",1761,"J","Y","0","Yes",0,2,"Children"
11,"X.XorY","X","XorY","ELE","cat or elephant","2017-05-31-14-26",1761,"D","0","0","No",1,2,"Children"
12,"XY.X","XY","X","CAT-DOG","cat","2017-05-31-14-26",1761,"C","N","E","No",0,2,"Children"
13,"XY.Z","XY","Z","CAT-DOG","elephant","2017-05-31-14-26",1761,"C","N","E","No",0,2,"Children"
14,"XY.Z","XY","Z","CAT-ELE","dog","2017-05-31-14-26",1761,"C","N","E","No",0,2,"Children"
15,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-05-31-14-26",1761,"J","Y","0","Yes",1,2,"Children"
16,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-05-31-14-26",1761,"J","Y","0","Yes",1,2,"Children"
1,"X.X","X","X","DOG","dog","2017-06-08-13-46",1363,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","DOG","cat","2017-06-08-13-46",1363,"J","N","0","No",0,2,"Children"
3,"X.XandY","X","XandY","ELE","cat and elephant","2017-06-08-13-46",1363,"C","N","E","No",1,2,"Children"
4,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-13-46",1363,"J","Y","0","Yes",1,2,"Children"
5,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-13-46",1363,"C","0","I","No",0,2,"Children"
6,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-08-13-46",1363,"D","0","0","Yes",1,2,"Children"
7,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-08-13-46",1363,"J","N","0","No",0,2,"Children"
8,"XY.X","XY","X","CAT-ELE","cat","2017-06-08-13-46",1363,"J","Y","0","Yes",0,2,"Children"
9,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-08-13-46",1363,"J","N","0","Yes",1,2,"Children"
10,"X.XorY","X","XorY","CAT","cat or dog","2017-06-08-13-46",1363,"D","0","0","Yes",1,2,"Children"
11,"X.Z","X","Z","DOG","elephant","2017-06-08-13-46",1363,"J","N","0","No",0,2,"Children"
12,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-13-46",1363,"J","Y","0","Yes",1,2,"Children"
13,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-13-46",1363,"J","N","0",NA,0,2,"Children"
14,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-08-13-46",1363,"D","0","0","Yes",1,2,"Children"
15,"X.X","X","X","ELE","elephant","2017-06-08-13-46",1363,"J","Y","0","Yes",0,2,"Children"
16,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-13-46",1363,"D","0","0","Yes",1,2,"Children"
1,"X.Z","X","Z","ELE","dog","2017-06-08-14-2",1632,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","CAT","cat","2017-06-08-14-2",1632,"J","Y","0","Yes",0,2,"Children"
3,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-08-14-2",1632,"D","0","0","Yes",1,2,"Children"
4,"X.XandY","X","XandY","CAT","cat and dog","2017-06-08-14-2",1632,"D","0","0","No",1,2,"Children"
5,"X.XorY","X","XorY","DOG","cat or dog","2017-06-08-14-2",1632,"D","0","0","Yes",1,2,"Children"
6,"X.XandY","X","XandY","DOG","dog and elephant","2017-06-08-14-2",1632,"J","N","0","No",1,2,"Children"
7,"XY.X","XY","X","CAT-ELE","elephant","2017-06-08-14-2",1632,"C","0","I","No",0,2,"Children"
8,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-14-2",1632,"J","N","0","No",0,2,"Children"
9,"X.Z","X","Z","DOG","elephant","2017-06-08-14-2",1632,"J","N","0","No",0,2,"Children"
10,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-08-14-2",1632,"0","0","0","Yes",1,2,"Children"
11,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-14-2",1632,"D","N","0","No",0,2,"Children"
12,"X.X","X","X","ELE","elephant","2017-06-08-14-2",1632,"J","N","0","No",0,2,"Children"
13,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-14-2",1632,"D","N","0","No",0,2,"Children"
14,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-14-2",1632,"J","N","0","No",1,2,"Children"
15,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-14-2",1632,"D","N","0","No",1,2,"Children"
16,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-14-2",1632,"D","0","0","Yes",1,2,"Children"
1,"X.Z","X","Z","CAT","dog","2017-06-08-14-29",1598,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","ELE","elephant","2017-06-08-14-29",1598,"J","Y","0","Yes",0,2,"Children"
3,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-08-14-29",1598,"D","0","0","Yes",1,2,"Children"
4,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-14-29",1598,"C","Y","I","Yes",0,2,"Children"
5,"X.XandY","X","XandY","CAT","cat and dog","2017-06-08-14-29",1598,"J","Y","0","Yes",1,2,"Children"
6,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-14-29",1598,"D","0","0","Yes",1,2,"Children"
7,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-14-29",1598,"D","0","0","Yes",1,2,"Children"
8,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-14-29",1598,"J","N","0","No",0,2,"Children"
9,"X.Z","X","Z","DOG","cat","2017-06-08-14-29",1598,"J","N","0","No",0,2,"Children"
10,"XY.X","XY","X","DOG-ELE","elephant","2017-06-08-14-29",1598,"J","Y","0","Yes",0,2,"Children"
11,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-08-14-29",1598,"J","N","0","No",0,2,"Children"
12,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-08-14-29",1598,"J","Y","0","Yes",1,2,"Children"
13,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-14-29",1598,"J","Y","0","Yes",1,2,"Children"
14,"X.XandY","X","XandY","DOG","dog and elephant","2017-06-08-14-29",1598,"C","N","E","No",1,2,"Children"
15,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-08-14-29",1598,"D","0","0","Yes",1,2,"Children"
16,"X.X","X","X","CAT","cat","2017-06-08-14-29",1598,"J","Y","0","Yes",0,2,"Children"
1,"X.X","X","X","DOG","dog","2017-06-08-14-46",1420,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","CAT","elephant","2017-06-08-14-46",1420,"J","N","0","No",0,2,"Children"
3,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-14-46",1420,"D","N","0","Yes",0,2,"Children"
4,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-08-14-46",1420,"J","Y","0","Yes",1,2,"Children"
5,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-08-14-46",1420,"C","N","E","Yes",1,2,"Children"
6,"XY.X","XY","X","DOG-ELE","dog","2017-06-08-14-46",1420,"D","0","0","Yes",0,2,"Children"
7,"X.X","X","X","ELE","elephant","2017-06-08-14-46",1420,"J","Y","0","Yes",0,2,"Children"
8,"XY.X","XY","X","CAT-ELE","elephant","2017-06-08-14-46",1420,"D","N","0","Yes",0,2,"Children"
9,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-08-14-46",1420,"D","0","0","Yes",1,2,"Children"
10,"X.XandY","X","XandY","CAT","cat and dog","2017-06-08-14-46",1420,"C","N","E","Yes",1,2,"Children"
11,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-14-46",1420,"D","N","0","Yes",0,2,"Children"
12,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-08-14-46",1420,"D","0","0","Yes",1,2,"Children"
13,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-14-46",1420,"J","Y","0","Yes",1,2,"Children"
14,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-14-46",1420,"C","0","I","Yes",1,2,"Children"
15,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-14-46",1420,"C","0","I","Yes",1,2,"Children"
16,"X.Z","X","Z","ELE","dog","2017-06-08-14-46",1420,"D","0","0","Yes",0,2,"Children"
1,"X.Z","X","Z","ELE","dog","2017-06-08-15-26",1844,"J","N","0","No",0,2,"Children"
2,"X.X","X","X","ELE","elephant","2017-06-08-15-26",1844,"J","Y","0","Yes",0,2,"Children"
3,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-08-15-26",1844,"J","N","0","No",0,2,"Children"
4,"X.XorY","X","XorY","ELE","dog or elephant","2017-06-08-15-26",1844,"J","Y","0","Yes",1,2,"Children"
5,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-08-15-26",1844,"J","N","0","No",0,2,"Children"
6,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-08-15-26",1844,"J","Y","0","Yes",1,2,"Children"
7,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-08-15-26",1844,"J","Y","0","Yes",1,2,"Children"
8,"XY.X","XY","X","DOG-ELE","elephant","2017-06-08-15-26",1844,"D","N","0","Yes",0,2,"Children"
9,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-08-15-26",1844,"C","0","I","Yes",1,2,"Children"
10,"XY.X","XY","X","CAT-DOG","dog","2017-06-08-15-26",1844,"J","Y","0","Yes",0,2,"Children"
11,"X.XorY","X","XorY","CAT","cat or dog","2017-06-08-15-26",1844,"D","0","0","Yes",1,2,"Children"
12,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-08-15-26",1844,"D","0","0","Yes",1,2,"Children"
13,"X.XandY","X","XandY","CAT","cat and dog","2017-06-08-15-26",1844,"D","0","0","Yes",1,2,"Children"
14,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-08-15-26",1844,"C","0","I","Yes",1,2,"Children"
15,"X.Z","X","Z","ELE","cat","2017-06-08-15-26",1844,"J","N","0","No",0,2,"Children"
16,"X.X","X","X","DOG","dog","2017-06-08-15-26",1844,"J","Y","0","Yes",0,2,"Children"
1,"X.X","X","X","CAT","cat","2017-06-07-14-48",1380,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","ELE","cat","2017-06-07-14-48",1380,"D","N","0","No",0,2,"Children"
3,"X.X","X","X","DOG","dog","2017-06-07-14-48",1380,"J","Y","0","Yes",0,2,"Children"
4,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-07-14-48",1380,"C","0","I","Yes",1,2,"Children"
5,"X.Z","X","Z","DOG","cat","2017-06-07-14-48",1380,"D","N","0","No",0,2,"Children"
6,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-07-14-48",1380,"C","N","E","No",0,2,"Children"
7,"XY.X","XY","X","CAT-DOG","cat","2017-06-07-14-48",1380,"C","0","I","Yes",0,2,"Children"
8,"X.XorY","X","XorY","CAT","cat or dog","2017-06-07-14-48",1380,"C","0","E","No",1,2,"Children"
9,"XY.X","XY","X","DOG-ELE","dog","2017-06-07-14-48",1380,"C","0","I","No",0,2,"Children"
10,"X.XorY","X","XorY","ELE","dog or elephant","2017-06-07-14-48",1380,"C","0","E","No",1,2,"Children"
11,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-07-14-48",1380,"C","0","E","No",1,2,"Children"
12,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-07-14-48",1380,"D","N","0","No",0,2,"Children"
13,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-07-14-48",1380,"C","0","E","No",1,2,"Children"
14,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-07-14-48",1380,"J","Y","0","Yes",1,2,"Children"
15,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-07-14-48",1380,"J","Y","0","Yes",1,2,"Children"
16,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-07-14-48",1380,"J","Y","0","Yes",1,2,"Children"
1,"X.X","X","X","DOG","dog","2017-06-09-9-47",1668,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","CAT","elephant","2017-06-09-9-47",1668,"D","N","0","No",0,2,"Children"
3,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-09-9-47",1668,"J","Y","0","Yes",1,2,"Children"
4,"XY.X","XY","X","DOG-ELE","dog","2017-06-09-9-47",1668,"J","N","0","No",0,2,"Children"
5,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-09-9-47",1668,"C","N","E","No",1,2,"Children"
6,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-09-9-47",1668,"D","N","0","No",0,2,"Children"
7,"X.Z","X","Z","ELE","dog","2017-06-09-9-47",1668,"D","N","0","No",0,2,"Children"
8,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-09-9-47",1668,"D","Y","0","Yes",1,2,"Children"
9,"X.X","X","X","CAT","cat","2017-06-09-9-47",1668,"J","Y","0","Yes",0,2,"Children"
10,"X.XandY","X","XandY","DOG","cat and dog","2017-06-09-9-47",1668,"C","N","E","No",1,2,"Children"
11,"X.XorY","X","XorY","ELE","dog or elephant","2017-06-09-9-47",1668,"C","0","E","Yes",1,2,"Children"
12,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-09-9-47",1668,"C","0","E",NA,1,2,"Children"
13,"XY.X","XY","X","CAT-ELE","elephant","2017-06-09-9-47",1668,"D","N","0","No",0,2,"Children"
14,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-09-9-47",1668,"C","0","I","Yes",1,2,"Children"
15,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-09-9-47",1668,"D","0","0","Yes",1,2,"Children"
16,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-09-9-47",1668,"D","N","0","No",0,2,"Children"
1,"X.X","X","X","DOG","dog","2017-06-09-9-59",1507,"D","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","DOG","elephant","2017-06-09-9-59",1507,"D","N","0","No",0,2,"Children"
3,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-09-9-59",1507,"D","0","0","Yes",1,2,"Children"
4,"X.Z","X","Z","CAT","elephant","2017-06-09-9-59",1507,"D","N","0","No",0,2,"Children"
5,"XY.X","XY","X","CAT-ELE","elephant","2017-06-09-9-59",1507,"D","0","0","Yes",0,2,"Children"
6,"X.XorY","X","XorY","CAT","cat or elephant","2017-06-09-9-59",1507,"D","0","0","Yes",1,2,"Children"
7,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-09-9-59",1507,"D","N","0","No",0,2,"Children"
8,"XY.X","XY","X","CAT-DOG","cat","2017-06-09-9-59",1507,"D","0","0","Yes",0,2,"Children"
9,"XY.XandY","XY","XandY","CAT-DOG","cat and dog","2017-06-09-9-59",1507,"D","Y","0","Yes",1,2,"Children"
10,"X.XandY","X","XandY","DOG","cat and dog","2017-06-09-9-59",1507,"D","0","0","No",1,2,"Children"
11,"X.X","X","X","ELE","elephant","2017-06-09-9-59",1507,"J","Y","0","Yes",0,2,"Children"
12,"X.XorY","X","XorY","CAT","cat or dog","2017-06-09-9-59",1507,"D","0","0","Yes",1,2,"Children"
13,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-09-9-59",1507,"D","0","0","No",0,2,"Children"
14,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-09-9-59",1507,"J","Y","0","Yes",1,2,"Children"
15,"X.XandY","X","XandY","DOG","dog and elephant","2017-06-09-9-59",1507,"0","0","0","No",1,2,"Children"
16,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-09-9-59",1507,"D","0","0","Yes",1,2,"Children"
1,"X.Z","X","Z","DOG","elephant","2017-06-09-10-56",2084,"D","N","0","No",0,2,"Children"
2,"X.X","X","X","ELE","elephant","2017-06-09-10-56",2084,"J","Y","0","Yes",0,2,"Children"
3,"XY.X","XY","X","CAT-DOG","dog","2017-06-09-10-56",2084,"C","N","I","No",0,2,"Children"
4,"X.XandY","X","XandY","ELE","dog and elephant","2017-06-09-10-56",2084,"C","N","E","No",1,2,"Children"
5,"XY.X","XY","X","DOG-ELE","elephant","2017-06-09-10-56",2084,"0","0","0","No",0,2,"Children"
6,"X.XandY","X","XandY","DOG","cat and dog","2017-06-09-10-56",2084,"C","N","E","No",1,2,"Children"
7,"X.XorY","X","XorY","DOG","dog or elephant","2017-06-09-10-56",2084,"D","0","0","No",1,2,"Children"
8,"X.Z","X","Z","ELE","cat","2017-06-09-10-56",2084,"D","N","0","No",0,2,"Children"
9,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-09-10-56",2084,"D","N","0","No",0,2,"Children"
10,"X.XorY","X","XorY","CAT","cat or dog","2017-06-09-10-56",2084,"D","0","0","No",1,2,"Children"
11,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-09-10-56",2084,"J","Y","0","Yes",1,2,"Children"
12,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-09-10-56",2084,"C","0","I","No",1,2,"Children"
13,"XY.Z","XY","Z","CAT-ELE","dog","2017-06-09-10-56",2084,"D","N","0","No",0,2,"Children"
14,"XY.XorY","XY","XorY","CAT-ELE","cat or elephant","2017-06-09-10-56",2084,"D","Y","0","No",1,2,"Children"
15,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-09-10-56",2084,"J","Y","0","Yes",1,2,"Children"
16,"X.X","X","X","DOG","dog","2017-06-09-10-56",2084,"J","Y","0","Yes",0,2,"Children"
1,"X.X","X","X","ELE","elephant","2017-06-09-13-38",1354,"J","Y","0","Yes",0,2,"Children"
2,"X.Z","X","Z","CAT","elephant","2017-06-09-13-38",1354,"D","N","0","No",0,2,"Children"
3,"XY.XandY","XY","XandY","CAT-ELE","cat and elephant","2017-06-09-13-38",1354,"J","Y","0","Yes",1,2,"Children"
4,"X.XorY","X","XorY","ELE","cat or elephant","2017-06-09-13-38",1354,"D","0","0","Yes",1,2,"Children"
5,"X.XorY","X","XorY","DOG","cat or dog","2017-06-09-13-38",1354,"D","0","0","Yes",1,2,"Children"
6,"X.XandY","X","XandY","CAT","cat and dog","2017-06-09-13-38",1354,"D","0","0","Yes",1,2,"Children"
7,"X.XandY","X","XandY","CAT","cat and elephant","2017-06-09-13-38",1354,"D","0","0","Yes",1,2,"Children"
8,"XY.XandY","XY","XandY","DOG-ELE","dog and elephant","2017-06-09-13-38",1354,"J","Y","0","Yes",1,2,"Children"
9,"XY.XorY","XY","XorY","CAT-DOG","cat or dog","2017-06-09-13-38",1354,"C","0","I","Yes",1,2,"Children"
10,"XY.XorY","XY","XorY","DOG-ELE","dog or elephant","2017-06-09-13-38",1354,"D","0","0","Yes",1,2,"Children"
11,"X.X","X","X","CAT","cat","2017-06-09-13-38",1354,"D","0","0","Yes",0,2,"Children"
12,"XY.X","XY","X","CAT-ELE","cat","2017-06-09-13-38",1354,"D","0","0","No",0,2,"Children"
13,"XY.Z","XY","Z","DOG-ELE","cat","2017-06-09-13-38",1354,"J","N","0","No",0,2,"Children"
14,"X.Z","X","Z","ELE","dog","2017-06-09-13-38",1354,"J","N","0","No",0,2,"Children"
15,"XY.X","XY","X","CAT-DOG","cat","2017-06-09-13-38",1354,"J","YN","0","Yes",0,2,"Children"
16,"XY.Z","XY","Z","CAT-DOG","elephant","2017-06-09-13-38",1354,"J","N","0","No",0,2,"Children"
1,"X.X","X","X","ELE","elephant","2017-05-31-14-42",1895,"J","Y","0","Yes",0,2,"Children"
